1  192.168.1.1     11
2  121.48.165.1    11
3  202.115.0.9     11
4  10.253.0.53     11
5  202.115.0.1     11
6  101.4.117.54    11
7  202.115.255.253 11
8  101.4.112.30    11
9  101.4.112.37    11
10 202.112.61.70   11
11 202.97.15.233   11
12 202.97.18.230   11
13 113.108.208.186 11
21 14.215.177.39   SA
22 14.215.177.39   SA
24 14.215.177.39   SA
25 14.215.177.39   SA
26 14.215.177.39   SA
27 14.215.177.39   SA
28 14.215.177.39   SA
29 14.215.177.39   SA
30 14.215.177.39   SA
