1  192.168.1.1     11
2  121.48.165.1    11
3  202.115.0.9     11
4  202.115.0.1     11
5  10.253.0.53     11
6  202.115.255.1   11
7  101.4.117.54    11
8  101.4.112.30    11
9  101.4.114.225   11
16 58.49.157.229   SA
